Track URI,Track Name,Artist Name(s),Duration (ms),Popularity,Explicit,User,playlist year,release_year
spotify:track:4moj13K6Q7bDIc0O4SKhU5,caroline,Artemas,176144,65,True,Emily,2024,2024
spotify:track:6NARWPLA9xjUZ4oXIVAKOX,"00,00KG",error,168629,25,False,Emily,2024,2024
spotify:track:2m2TAZDuB0Z1W7QCVBAV2L,Teil von dir,moé,149052,36,False,Emily,2024,2023
spotify:track:5cKOROElbZXQHLdKKlJ7eJ,Küss mich,Ivo Martin,163636,64,False,Emily,2024,2023
spotify:track:6WpZwkzyjINc6wDghg8Gzv,Girls,The Dare,119558,56,True,Emily,2024,2023
spotify:track:2U7pU29GBhIGMzifxGcOvV,Gute Laune,RAR,172888,28,False,Emily,2024,2023
spotify:track:1A3VyrIo2lPQ0Qc3oXHKo0,Eimsbüttel:Altona,tooloudfortheroom;ghostboo;moé;FRISO,181883,33,False,Emily,2024,2024
spotify:track:24ejkPQlpnaOtRGnA8w2bF,Nicht allein,Ivo Martin,128000,43,False,Emily,2024,2023
spotify:track:7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,Foster The People,239600,85,False,Emily,2024,2011
spotify:track:2jwEvLG0lD5CU05dMbTBEQ,SIGNS,error,149120,23,False,Emily,2024,2024
spotify:track:4LHxF5DIpBVsbVYNxWhMDd,Taub,moé;FRISO;SOMA,165000,38,False,Emily,2024,2023
spotify:track:6PuO4Bff5aSf4Le64CSQUT,Stadtpark Insomnia,BIBIZA,169500,36,False,Emily,2024,2023
spotify:track:4enLF5WtE7bhfST2KyLIhC,romantisch am stammtisch,Tiavo,167884,28,True,Emily,2024,2024
spotify:track:1fDFHXcykq4iw8Gg7s5hG9,About You,The 1975,326490,76,False,Emily,2024,2022
spotify:track:3vD832LKUskbgpZGr78EKK,Serpentinen,FRISO,218400,53,False,Emily,2024,2023
spotify:track:3yjeRCFYED5KCHCndbyeMj,Alkoholiker,BIBIZA,148300,37,False,Emily,2024,2023
spotify:track:6mM8rPEDFB383QQOeCGfEQ,martini,Tiavo,137142,18,False,Emily,2024,2023
spotify:track:0K9n8TBThz4xNAkF1eIlB6,Sweet Transvestite,Tim Curry,204370,60,False,Emily,2024,1975
spotify:track:2jDbc10ET42JZMLJ1M5uoJ,UBER INS ABYSS (feat. Wa22ermann),error;Wa22ermann,138320,18,False,Emily,2024,2024
spotify:track:5cVpEoDJmtoemVwEiF6Qzt,KiK (Skit),BIBIZA,86679,33,False,Emily,2024,2023
spotify:track:72JPGoBbijmCHTE6HWHlbb,"alte liebe, alte liebe",Tiavo;janneslicht,119386,22,False,Emily,2024,2023
spotify:track:1mjhuvf6QZTniMwb2dHjtp,All of the Stars,Hayd,205500,47,False,Emily,2024,2024
spotify:track:3aeRQ9xGSLAUg1R7CZ5QKv,Blauer Ballon,Berq,169459,54,False,Emily,2024,2024
spotify:track:6Srg4ZeytVi1i3n3LCp6hK,Lederjacke,moé,206463,28,False,Emily,2024,2022
spotify:track:70LcF31zb1H0PyJoS1Sx1r,Creep,Radiohead,238640,92,True,Emily,2024,1993
spotify:track:3IX0yuEVvDbnqUwMBB3ouC,bad idea right?,Olivia Rodrigo,184783,77,True,Emily,2024,2023
spotify:track:0xqi0Jr0zJuo7wT0mHSvle,The Space Between,Fabrizio Paterlini,196000,28,False,Emily,2024,2022
spotify:track:1tSK3VftRQR4ZszOHsMuaX,Glas,Wavy,117000,13,False,Emily,2024,2024
spotify:track:35mAlSYYkPOi7BpV3W3EdC,Sex,The Dare,199810,46,False,Emily,2024,2023
spotify:track:1kuGVB7EU95pJObxwvfwKS,vampire,Olivia Rodrigo,219724,85,True,Emily,2024,2023
spotify:track:59Ci3SnsilK3AoauhIjWcc,"Starkes Drehbuch, Schwacher Cast",error,178680,4,True,Emily,2024,2023
spotify:track:401qSkk4KOeBVld2aiCAoK,Lovers to Strangers,Chance Peña,174086,52,True,Emily,2024,2023
spotify:track:68abV4VmPFzjBAWFldS6Pf,Ballern am Balkon,BIBIZA,99366,32,False,Emily,2024,2023
spotify:track:6azR5gSOWDFB6pDVYMndYv,Up At Night,Stephen Dawes,162407,0,False,Emily,2024,2024
spotify:track:4pnS7YjhXuC3XL9FpwIisq,Alleine,Berq,153322,56,False,Emily,2024,2024
spotify:track:5jgjKIHFEUqcL9B7WCTyKU,Mein Leben ist monoton,Betterov;Provinz,135482,44,False,Emily,2024,2023
spotify:track:7kH4hHNDm5noRH0EkLn9kn,Guten Morgen,BIBIZA;Nicholas Ofczarek,165500,31,False,Emily,2024,2023
spotify:track:0jGC4X9hEVr7MihAhm9ViS,Zeit x RIN,ENNIO;RIN,135233,41,False,Emily,2024,2024
spotify:track:2TOzTqQXNmR2zDJXihjZ2e,enough for you,Olivia Rodrigo,202826,76,False,Emily,2024,2021
spotify:track:78HQLV6xVobfFpTj0N8g2R,HEIMWEG,Berq,221420,44,False,Emily,2024,2024
spotify:track:7BhOH16ud5ybFUeP3wwhby,Bleeding Out,Chance Peña,208608,67,False,Emily,2024,2023
spotify:track:5ivmcr2ey37sIiZGlKu9IA,Epilog?,Eden Bleak,187889,14,False,Emily,2024,2022
spotify:track:5sp71CUt0jXRNqHblPGp7b,ballad of a homeschooled girl,Olivia Rodrigo,203369,70,False,Emily,2024,2023
spotify:track:5meVa5klVlJalupZTvv5XX,21,Gracie Abrams,185172,70,False,Emily,2024,2020
spotify:track:5uu2OCGGrTRS1sIvlMgKwe,i am not who i was,Chance Peña,145438,69,False,Emily,2024,2023
spotify:track:4tv6Bf3pZFfmTmNwWv14aX,Schöne Dame,BIBIZA,180100,31,False,Emily,2024,2023
spotify:track:3iUDHA6FGAKfHX2jmgF0vO,i always kinda knew you’d be the death of me,Artemas,136099,60,False,Emily,2024,2024
spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,229226,87,False,Emily,2024,2021
spotify:track:5Czd9hqOj4uvwpieRmVlTw,Want Me,Stephen Dawes,163391,43,False,Emily,2024,2024
spotify:track:4ewazQLXFTDC8XvCbhvtXs,Glimpse of Us,Joji,233456,4,False,Emily,2024,2022
spotify:track:5YBRfEKTiKxNIMdVVSUtd4,Ihr Liebeslied,Ivo Martin,171996,39,False,Emily,2024,2022
spotify:track:6Gron8VFcNPwj7ZamJe7Pt,you've been a bad girl,Artemas,143712,60,False,Emily,2024,2024
spotify:track:6BJHsLiE47Sk0wQkuppqhr,From the Start,Good Kid,150047,76,False,Emily,2024,2023
spotify:track:3Iq8XToI0I9KSnqovkv1AV,Vertigo,Edwin Rosen,210191,67,False,Emily,2024,2022
spotify:track:0FTmksd2dxiE5e3rWyJXs6,back to friends,sombr,199032,92,False,Emily,2025,2024
spotify:track:4H0ly29pj5g6vMKum5kkhu,WHO'S THAT,Ikkimel,140009,70,True,Emily,2025,2025
spotify:track:05PosjtIvZysYhJEahkp8X,Politschlampe,Mariybu,63750,37,True,Emily,2025,2023
spotify:track:4jiwz2tQZo21Z4NQwz4zUt,southbound,Artemas,137923,72,True,Emily,2025,2025
spotify:track:2jNyiavSywmA472t2m6ZBz,What Was That,Lorde,209286,30,False,Emily,2025,2025
spotify:track:605G7F1FEjm60IdXmLhlNN,Walzer,Provinz,201325,70,False,Emily,2025,2025
spotify:track:1o8QpucQOjzA41D7WKnBd4,UNISEXKLO,Ikkimel;Lucry & Suena,126577,51,True,Emily,2025,2024
spotify:track:3US25kietdl3inqgNatae4,Gute Nacht,BIBIZA,315762,32,False,Emily,2025,2024
spotify:track:2LF0FwKo05vCvVjSEgAleK,Keine Tränen,RAUM27,229524,41,True,Emily,2025,2025
spotify:track:0U2we0oGyCpQd4vYrRzSF9,Du kriegst mich nicht zurück,Faber,207880,50,False,Emily,2025,2024
spotify:track:1m4juqM2fqfLfKMYKUJB0h,ZOOM CALL,Whitey en vogue;Ikkimel,116500,54,False,Emily,2025,2024
spotify:track:6xLoWndBgNvlylHAWxiqxw,Jiggy,Filow;Ikkimel;Lucry & Suena,131214,63,True,Emily,2025,2025
spotify:track:4hFt3Ht6b9OLsesqx51aq1,superstar,Artemas,169361,62,True,Emily,2025,2025
spotify:track:5at6m1L4BvhhYJzMPQHgyN,test drive,Artemas,188583,64,False,Emily,2025,2025
spotify:track:6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,204768,88,True,Emily,2025,2025
spotify:track:5OUXZlgQSiMkUAzLVMRA2u,LAUT & QUEER,Mariybu;REEZA,131600,34,True,Emily,2025,2025
spotify:track:4Vwb4A41SoZWdTRL7Jojus,IDGAF,Ikkimel,138580,67,True,Emily,2025,2025
spotify:track:7bkUa9kDFGxgCC7d36dzFI,Rote Flaggen,Berq,224591,70,True,Emily,2025,2023
spotify:track:1zq3gomMLg5foDJxK91NFQ,Bounce!,CARAMELLA;YDRA,175160,23,False,Emily,2025,2025
spotify:track:4AajxCEwGEsmHmT4H1TwjY,undressed,sombr,182088,84,False,Emily,2025,2025
spotify:track:5sgDwMn2xojlQ5jNFV698W,Maschinenraum,Bausa;BIBIZA,213500,44,False,Emily,2025,2025
spotify:track:4vXM3vMsSr8eFcK8HKTcJq,BIKINI GRELL,Ikkimel;Robbensohn,123635,65,True,Emily,2025,2024
spotify:track:4H8R6xItwwlB8YrrDTrBbt,discothèque with u,Tiavo,186666,46,False,Emily,2025,2025
spotify:track:0GuxW4nOIvbZ2cIrdJX85C,Mona Lisa,Abor & Tynna,139800,36,False,Emily,2025,2025
spotify:track:0p0MAIlilvpexlqnTVJjII,angefahrn,BIBIZA,184589,46,False,Emily,2025,2024
spotify:track:05od2qm2MTSKCHxy1GBp5W,12 to 12,sombr,242903,89,False,Emily,2025,2025
spotify:track:14F1zH9ZynOh2SuHCOskCO,Pazifik,Provinz,181926,67,True,Emily,2025,2025
spotify:track:5cmxtTxBxCHtsA1OnUXLDX,sinnlose gedanken,Tiavo;beslik,181775,37,False,Emily,2025,2024
spotify:track:0yQ5tta0wxd3K8Qb1jXz2k,tip top,Zsá Zsá;Replay Okay,111563,38,True,Emily,2025,2025
spotify:track:5QfjKQjACPTsHUFryqh1Fu,BLING BLING,Ikkimel;nocashfromparents,147019,61,True,Emily,2025,2025
