Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2YxL4H5c4NCPm19E28OPSt,"Небо хилиться","Небо хилиться","alyona alyona;KOLA",2023-06-15,157846,44,false,,1970-01-01T00:00:00Z,"","ENKO",0.827,0.613,1,-4.361,1,0.0484,0.196,0,0.0891,0.634,130.098,4
spotify:track:5Ua4turdmG8DZ88PAqJ80J,"По лініях долонь","По лініях долонь","Ann in Black",2023-06-23,173538,19,false,,1970-01-01T00:00:00Z,"","BEST MUSIC",0.636,0.521,2,-7.797,0,0.0283,0.804,0,0.118,0.425,129.962,4
spotify:track:5eJ314ozT4CTPlyjdsGq78,"Utan dina andetag","Om Du Var Här","kent",1997-10-06,264066,56,false,,1970-01-01T00:00:00Z,"schwedischer pop","RCA Records Label",0.272,0.657,7,-7.458,1,0.0293,0.000905,0.000345,0.123,0.4,174.637,4
spotify:track:65FOp8zFzwiIABbI8HGBLN,"про Київ","про Київ","Tember Blanche",2022-07-15,212288,41,false,,1970-01-01T00:00:00Z,"","Lbly",0.824,0.622,6,-6.861,0,0.0417,0.347,0.0000209,0.193,0.578,118.005,4
spotify:track:3w8LeJA2sYZ8gDxhdJ8Rr2,"Ікони (Шістдесятникам)","Один в каное","Odyn v Kanoe",2021-06-06,291086,25,false,,1970-01-01T00:00:00Z,"","Kanoemusic",0.508,0.408,11,-10.462,0,0.0273,0.814,0.0118,0.0754,0.414,137.955,1
spotify:track:1Ame8XTX6QHY0l0ahqUhgv,"THE LONELIEST","THE LONELIEST","Måneskin",2022-10-07,247067,68,false,,1970-01-01T00:00:00Z,"","Epic",0.519,0.595,2,-5.001,1,0.0283,0.00151,0,0.0762,0.237,129.786,4
spotify:track:6kmTz1pwsiw3hlbmBCEDbK,"Pensées positives","Nonante-Cinq La Suite","Angèle",2023-02-16,211052,33,false,,1970-01-01T00:00:00Z,"französischer pop,variété française,chanson,französischer indie pop","Angèle VL Records",0.649,0.67,6,-8.058,0,0.0492,0.51,0,0.0714,0.514,160.083,4
spotify:track:0XkZmBCCcdMY0EPY8ij6Gb,"Slim Pickins","Short n' Sweet","Sabrina Carpenter",2024-08-23,152195,71,false,,1970-01-01T00:00:00Z,"pop","Island Records",0.619,0.542,2,-8.681,1,0.0529,0.288,0,0.151,0.308,99.824,4
spotify:track:0KfOWsMJxjrtNBUcrEbWix,"Пообіцяй мені","Один в каное","Odyn v Kanoe",2016-01-24,316578,42,false,,1970-01-01T00:00:00Z,"","Один в каное",0.689,0.219,4,-6.982,0,0.0337,0.763,0,0.106,0.254,75.958,4
spotify:track:5YKrl96QnEDPQNYKTCfokP,"Тебе - собі","Тебе - собі","KOLA",2023-02-09,122666,40,false,,1970-01-01T00:00:00Z,"","ENKO",0.725,0.41,11,-11.422,0,0.405,0.171,0.0000171,0.142,0.116,88.661,4
spotify:track:5RX8T3EoTuXcybAxe6oPAw,"Cha Cha Cha","Cha Cha Cha","Käärijä",2023-01-17,175161,63,false,,1970-01-01T00:00:00Z,"finnischer pop,europop","WM Finland",0.718,0.791,2,-5.572,1,0.0447,0.00207,0.00292,0.111,0.743,155.082,4
spotify:track:1Ijvq2JMn09xRsTTfuUrQj,"København","Ulige Numre","Ulige Numre",2011-10-31,196386,16,false,,1970-01-01T00:00:00Z,"dansk pop,dansktop","A:larm",0.381,0.623,3,-4.067,0,0.0345,0.0272,0.000046,0.0799,0.294,115.465,4
spotify:track:0lMZphKDCu1DngI0Wc8T2i,"Розсипаюся","Один в каное","Odyn v Kanoe",2021-06-06,223317,29,false,,1970-01-01T00:00:00Z,"","Kanoemusic",0.613,0.476,9,-9.788,0,0.0318,0.659,0.00000433,0.113,0.286,118.171,4
spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,"Bed Chem","Short n' Sweet","Sabrina Carpenter",2024-08-23,171869,83,false,,1970-01-01T00:00:00Z,"pop","Island Records",0.739,0.727,11,-5.968,0,0.0426,0.0678,0,0.104,0.676,94.99,4
spotify:track:1MsoH4Fz8O9PKbTW5SkXbJ,"och i ach","och i ach","Sylwia Grzeszczak",2024-05-17,181382,59,false,,1970-01-01T00:00:00Z,"disco polo","WM Poland/WMI",0.684,0.753,9,-4.915,0,0.0272,0.021,0,0.241,0.876,113.99,4
spotify:track:6NePBUCeIGqfnIQag5crC0,"КОЗАЦЬКОМУ_РОДУ","КОЗАЦЬКОМУ_РОДУ","Jerry Heil",2022-11-18,132258,1,false,,1970-01-01T00:00:00Z,"","Jerry Heil",0.515,0.671,11,-4.898,0,0.0812,0.248,0,0.198,0.185,186.095,4
spotify:track:5N7IYups0hGrlVcvj0bmHG,"Mon amour","Mon amour","Slimane",2023-11-08,180908,62,false,,1970-01-01T00:00:00Z,"französischer pop,variété française,chanson","Universal Music Distributed Labels",0.523,0.36,11,-8.018,0,0.036,0.144,0,0.0896,0.167,141.731,4
spotify:track:102YUQbYmwdBXS7jwamI90,"Good Graces","Short n' Sweet","Sabrina Carpenter",2024-08-23,185265,78,true,,1970-01-01T00:00:00Z,"pop","Island Records",0.758,0.759,5,-5.315,1,0.0479,0.329,0.00000396,0.144,0.732,126.012,4
spotify:track:6bpdDianoO5ZOA48QgCM2J,"Про автора","Один в каное","Odyn v Kanoe",2021-06-06,349290,19,false,,1970-01-01T00:00:00Z,"","Kanoemusic",0.558,0.525,9,-9.856,0,0.107,0.727,0.0000591,0.0882,0.425,145.895,5
